Target URL,Source URL,Anchor Text,Source Crawl Date,Source First Found Date,FlagNoFollow,FlagImageLink,FlagRedirect,FlagFrame,FlagOldCrawl,FlagAltText,FlagMention,SourceCitationFlow,SourceTrustFlow,TargetCitationFlow,TargetTrustFlow,SourceTopicalTrustFlow_Topic_0,SourceTopicalTrustFlow_Value_0,RefDomainTopicalTrustFlow_Topic_0,RefDomainTopicalTrustFlow_Value_0
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/,www.aresdistributors.com,2021-07-07,2020-11-22,,,,,,,,25,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/313-2/,www.aresdistributors.com,2021-06-11,2021-05-17,,,,,,,,6,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/347-2/,www.aresdistributors.com,2021-06-27,2021-01-18,,,,,,,,8,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/381-2/,www.aresdistributors.com,2021-06-11,2021-02-23,,,,,,,,15,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/420-2/,www.aresdistributors.com,2021-06-26,2021-02-23,,,,,,,,15,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/439-2/,www.aresdistributors.com,2021-05-28,2021-02-23,,,,,,,,17,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/about/,www.aresdistributors.com,2021-06-13,2021-02-23,,,,,,,,17,0,18,0,,,,
http://aresdistributors.com/,http://www.pieric-rick-dela-croix.com/artfully-executed-article-president-pieric-rick-de-la-croix/,www.aresdistributors.com,2021-05-11,2021-05-11,,,,,,,,3,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/artfully-executed-article-president-pieric-rick-de-la-croix/,www.aresdistributors.com,2021-05-11,2021-05-11,,,,,,,,4,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/author/admin/,www.aresdistributors.com,2021-06-26,2021-02-23,,,,,,,,16,0,18,0,,,,
http://aresdistributors.com/,http://www.pieric-rick-dela-croix.com/author/admin/page/2/,www.aresdistributors.com,2021-05-24,2021-05-24,,,,,,,,4,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/author/admin/page/2/,www.aresdistributors.com,2021-05-24,2021-05-24,,,,,,,,8,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/author/admin/page/3/,www.aresdistributors.com,2021-06-07,2021-05-24,,,,,,,,4,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/author/admin/page/4/,www.aresdistributors.com,2021-06-08,2021-05-25,,,,,,,,2,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/author/admin/page/5/,www.aresdistributors.com,2021-06-07,2021-05-26,,,,,,,,1,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/bomberg-new-skull-rider-collection-rick-de-la-croix/,www.aresdistributors.com,2021-06-04,2021-05-14,,,,,,,,9,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/art/,www.aresdistributors.com,2021-06-25,2021-02-23,,,,,,,,16,0,18,0,,,,
http://aresdistributors.com/,http://www.pieric-rick-dela-croix.com/category/art/page/2/,www.aresdistributors.com,2021-05-24,2021-05-24,,,,,,,,4,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/art/page/2/,www.aresdistributors.com,2021-05-24,2021-05-24,,,,,,,,8,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/bomberg/,www.aresdistributors.com,2021-06-25,2021-02-23,,,,,,,,15,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/charity-2/,www.aresdistributors.com,2021-05-28,2021-05-10,,,,,,,,5,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/fashion/,www.aresdistributors.com,2021-06-25,2021-02-23,,,,,,,,16,0,18,0,,,,
http://aresdistributors.com/,http://www.pieric-rick-dela-croix.com/category/fashion/page/2/,www.aresdistributors.com,2021-05-05,2020-11-26,,,,,,,,4,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/fashion/page/2/,www.aresdistributors.com,2021-05-24,2021-05-24,,,,,,,,8,0,18,0,,,,
http://aresdistributors.com/,https://www.pieric-rick-dela-croix.com/category/lifestyle/,www.aresdistributors.com,2021-06-26,2021-02-23,,,,,,,,16,0,18,0,,,,
http://aresdistributors.com/,http://www.pieric-rick-dela-croix.com/category/lifestyle/page/2/,www.aresdistributors.com,2021-05-24,2021-05-24,,,,,,,,4,0,18,0,,,,
