Target URL,Blended Score
http://aresdistributors.com/,27932850000.0
http://aresdistributors.com/about-ares/,2.1
http://aresdistributors.com/attila/,44390.399999999994
http://aresdistributors.com/attila/brand/graham-graham/,363888.0
http://aresdistributors.com/attila/wp-content/uploads/2013/10/hublot-gallery1.jpg,0.1
http://aresdistributors.com/brand/hublot/,0.1
http://aresdistributors.com/chat-rick-de-la-croix-proud-different/,1596775.2
http://aresdistributors.com/retail-finder-application,6.4
http://aresdistributors.com/retail-locations-2,6.4
http://aresdistributors.com/rick-de-la-croix/,706010662.5
http://aresdistributors.com/rick-de-la-croix/],2238862.6
http://aresdistributors.com/rick-de-la-croixs-bomberg-launches-first-collection-watches-exclusively-women/,1175731.2
http://aresdistributors.com/sebastian-vettel-at-the-reopening-of-hublot-shanghai-boutique/,0.1
http://aresdistributors.com/skull-rider-collection-de-la-croix-homage-luxury-speed/,1410210.4
http://aresdistributors.com/skull-rider-collection-de-la-croix-paying-homage-luxury-speed/,2088306.2999999998
http://aresdistributors.com/wp-content/themes/ares-com/img/logo.png,8.0
http://aresdistributors.com/wp-content/uploads/2012/09/TAG-Heuer-extends-its-network-of-stores-to-Switzerland_EN.pdf,2.9
http://aresdistributors.com/wp-content/uploads/2012/09/brandpage_tw_1-656x328.png,6.7
http://aresdistributors.com/wp-content/uploads/2012/10/Screen-Shot-2012-09-19-at-9.43.07-AM.png,1.6
http://aresdistributors.com/wp-content/uploads/2013/10/hublot2.png,0.1
http://aresdistributors.com/wp-content/uploads/2015/10/hublot-broderie.png,27.2
http://aresdistributors.com/wp-content/uploads/2017/02/HUB_POST_Big-Bang-One-Click-Cuddly-Cuff-Collection.jpg,0.1
http://aresdistributors.com/wp-content/uploads/2017/02/RP-768x1024.jpeg,0.1
http://aresdistributors.com/wp-content/uploads/2017/03/Gennady-Golovkin-1.jpg,4.0
http://aresdistributors.com/wp-content/uploads/2017/04/2CVAV.B17A_low.jpg,0.1
http://aresdistributors.com/wp-content/uploads/2017/04/Sebastian-Vettel-at-the-reopening-celebration-of-the-Hublot-Shanghai-P66-Boutique-7.jpg,656.1
http://aresdistributors.com/wp-content/uploads/2017/07/Hublot_color1_0296-Modifier.jpg,1.6
http://aresdistributors.com/wp-content/uploads/2017/10/V1_03.jpg,0.1
http://aresdistributors.com/wp-content/uploads/2017/10/V2_02.jpg,0.1
http://aresdistributors.com/wp-content/uploads/2017/12/521.NQ_.5170.VR_.jpg,1.6
http://aresdistributors.com/wp-content/uploads/2017/12/521.NYG17-SD-LR-W.jpg,25.6
http://aresdistributors.com/wp-content/uploads/2018/07/NickyJam1.jpg,0.5
http://aresdistributors.com/wp-content/uploads/2018/11/Logo.png,16.8
http://www.aresdistributors.com/,3.0
https://aresdistributors.com/,12555.0
https://aresdistributors.com/academy-georges-favre-jacot/,0.2
https://aresdistributors.com/attila/rick-de-la-croix/,504134.4
https://aresdistributors.com/attila/wp-content/uploads/sites/3/sites/3/2016/10/logo-attila.png,31508.4
https://aresdistributors.com/big-bang-broderie-sugar-skull-fluo_geneva-days-2017/,0.1
https://aresdistributors.com/bomberg-claudia-gadelha-daring-alliance/,0.1
https://aresdistributors.com/bomberg-rick-delacroix-1000-units-sold-colombia-five-years/,324764.0
